Crop,Province,Year,Volume_Production,Area_Planted_Harvested
Atis (Sugar apple),Leyte,2020,11.08,10.13
Atis (Sugar apple),Leyte,2021,10.55,10.13
Atis (Sugar apple),Leyte,2022,8.94,10.13
Atis (Sugar apple),Leyte,2023,8.33,10.13
Atis (Sugar apple),Leyte,2024,8.02,17
Atis (Sugar apple),Maguindanao,2010,7.38,1
Atis (Sugar apple),Maguindanao,2011,7.38,1
Atis (Sugar apple),Maguindanao,2012,7.38,1
Atis (Sugar apple),Maguindanao,2013,7.38,0.5
Atis (Sugar apple),Maguindanao,2014,7.38,0.5
Atis (Sugar apple),Maguindanao,2015,7.38,0.5
Atis (Sugar apple),Maguindanao,2016,7.38,0.5
Atis (Sugar apple),Maguindanao,2017,7.38,0.5
Atis (Sugar apple),Maguindanao,2018,7.38,0.5
Atis (Sugar apple),Maguindanao,2019,7.38,0.5
Atis (Sugar apple),Maguindanao,2020,7.38,0.5
Atis (Sugar apple),Maguindanao,2021,7.38,0.5
Atis (Sugar apple),Maguindanao,2022,7.38,0.5
Atis (Sugar apple),Maguindanao,2023,7.38,0.25
Atis (Sugar apple),Maguindanao,2024,7.38,0.5
Atis (Sugar apple),Marinduque,2010,54.4,17
Atis (Sugar apple),Marinduque,2011,54.93,17
Atis (Sugar apple),Marinduque,2012,59.24,17
Atis (Sugar apple),Marinduque,2013,57.59,17
Atis (Sugar apple),Marinduque,2014,55.02,17.01
Atis (Sugar apple),Marinduque,2015,54.11,17.01
Atis (Sugar apple),Marinduque,2016,49.81,17.01
Atis (Sugar apple),Marinduque,2017,48.22,17
Atis (Sugar apple),Marinduque,2018,48.97,17.34
Atis (Sugar apple),Marinduque,2019,49.09,17.34
Atis (Sugar apple),Marinduque,2020,48.07,16.41
Atis (Sugar apple),Marinduque,2021,41.95,15.91
Atis (Sugar apple),Marinduque,2022,43.78,15.86
Atis (Sugar apple),Marinduque,2023,18.96,15.86
Atis (Sugar apple),Marinduque,2024,14.07,10
Atis (Sugar apple),Masbate,2010,2.2,3
Atis (Sugar apple),Masbate,2011,1.98,3
Atis (Sugar apple),Masbate,2012,2.08,3
Atis (Sugar apple),Masbate,2013,2.03,3
Atis (Sugar apple),Masbate,2014,2.07,3
Atis (Sugar apple),Masbate,2015,2.08,3
Atis (Sugar apple),Masbate,2016,2.06,3
Atis (Sugar apple),Masbate,2017,2.04,3
Atis (Sugar apple),Masbate,2018,2.03,3
Atis (Sugar apple),Masbate,2019,2.01,3
Atis (Sugar apple),Masbate,2020,2.01,3
Atis (Sugar apple),Masbate,2021,2.01,3
Atis (Sugar apple),Masbate,2022,2.01,3
Atis (Sugar apple),Masbate,2023,0.25,2.25
Atis (Sugar apple),Masbate,2024,0.97,0.12
Atis (Sugar apple),Misamis Occidental,2010,2.7,2
Atis (Sugar apple),Misamis Occidental,2011,2.85,2
Atis (Sugar apple),Misamis Occidental,2012,2.97,3
Atis (Sugar apple),Misamis Occidental,2013,2.98,3
Atis (Sugar apple),Misamis Occidental,2014,3.5,3
Atis (Sugar apple),Misamis Occidental,2015,3.35,3
Atis (Sugar apple),Misamis Occidental,2016,3.25,3
Atis (Sugar apple),Misamis Occidental,2017,3.2,3
Atis (Sugar apple),Misamis Occidental,2018,3.1,3
Atis (Sugar apple),Misamis Occidental,2019,3.05,3.25
Atis (Sugar apple),Misamis Occidental,2020,2.95,3.25
Atis (Sugar apple),Misamis Occidental,2021,2.88,3.25
Atis (Sugar apple),Misamis Occidental,2022,2.64,3.1
Atis (Sugar apple),Misamis Occidental,2023,2.56,3.1
Atis (Sugar apple),Misamis Occidental,2024,2.6,1.08
Atis (Sugar apple),Misamis Oriental,2010,33.13,55
Atis (Sugar apple),Misamis Oriental,2011,20,55
Atis (Sugar apple),Misamis Oriental,2012,23.45,55
Atis (Sugar apple),Misamis Oriental,2013,30,55
Atis (Sugar apple),Misamis Oriental,2014,41.8,55
Atis (Sugar apple),Misamis Oriental,2015,44.7,55
Atis (Sugar apple),Misamis Oriental,2016,43.7,55
Atis (Sugar apple),Misamis Oriental,2017,46.75,55
Atis (Sugar apple),Misamis Oriental,2018,47.02,55
Atis (Sugar apple),Misamis Oriental,2019,46.12,55
Atis (Sugar apple),Misamis Oriental,2020,46.32,55
Atis (Sugar apple),Misamis Oriental,2021,41.09,55
Atis (Sugar apple),Misamis Oriental,2022,36.66,55
Atis (Sugar apple),Misamis Oriental,2023,39.37,55
Atis (Sugar apple),Misamis Oriental,2024,37.37,55
Atis (Sugar apple),Negros Occidental,2010,254.57,102
Atis (Sugar apple),Negros Occidental,2011,264.41,102
Atis (Sugar apple),Negros Occidental,2012,258.01,102
Atis (Sugar apple),Negros Occidental,2013,248.87,102
Atis (Sugar apple),Negros Occidental,2014,240.85,102
Atis (Sugar apple),Negros Occidental,2015,246.32,102
Atis (Sugar apple),Negros Occidental,2016,239.7,102
Atis (Sugar apple),Negros Occidental,2017,235.3,102
Atis (Sugar apple),Negros Occidental,2018,230.54,102
Atis (Sugar apple),Negros Occidental,2019,227.13,102
Atis (Sugar apple),Negros Occidental,2020,220,102
Atis (Sugar apple),Negros Occidental,2021,209.07,102
Atis (Sugar apple),Negros Occidental,2022,195.26,102
Atis (Sugar apple),Negros Occidental,2023,221.13,102
Atis (Sugar apple),Negros Occidental a/,2024,207.39,102
Atis (Sugar apple),Negros Oriental,2010,144.49,82
Atis (Sugar apple),Negros Oriental,2011,176.38,82
Atis (Sugar apple),Negros Oriental,2012,155.25,82
Atis (Sugar apple),Negros Oriental,2013,155.38,82
Atis (Sugar apple),Negros Oriental,2014,153,82
Atis (Sugar apple),Negros Oriental,2015,89.25,82
Atis (Sugar apple),Negros Oriental,2016,78.5,81
Atis (Sugar apple),Negros Oriental,2017,80.1,81
Atis (Sugar apple),Negros Oriental,2018,76.88,80.5
Atis (Sugar apple),Negros Oriental,2019,71.5,80.5
Atis (Sugar apple),Negros Oriental,2020,68,80.5
Atis (Sugar apple),Negros Oriental,2021,65,79
Atis (Sugar apple),Negros Oriental,2022,60.5,79
Atis (Sugar apple),Negros Oriental,2023,58.4,79
Atis (Sugar apple),Negros Oriental b/,2024,26.48,79
Atis (Sugar apple),Northern Samar,2010,8.5,9
Atis (Sugar apple),Northern Samar,2011,8.75,9
Atis (Sugar apple),Northern Samar,2012,8.91,9
Atis (Sugar apple),Northern Samar,2013,9.05,9
Atis (Sugar apple),Northern Samar,2014,9.23,9
Atis (Sugar apple),Northern Samar,2015,8.89,9
